,id,release_date,movie,production_budget,domestic_gross,total_gross,profitability
691,92,2002-08-02,Signs,70702619,227969295,408269295,5.774457874042827
4923,24,2002-08-02,Full Frontal,2000000,2512846,3438804,1.719402
4679,80,2002-08-02,Martin Lawrence Live: RunTelDat,3000000,19184820,19184820,6.39494
1556,57,2002-08-07,Spy Kids 2: The Island of Lost Dreams,38000000,85846296,119721296,3.1505604210526315
3893,94,2002-08-07,The Good Girl,8000000,14018296,16585503,2.073187875
697,98,2002-08-09,xXx,70000000,141930000,267200000,3.817142857142857
1170,71,2002-08-09,Blood Work,50000000,26199517,26199517,0.52399034
5362,63,2002-08-09,Pandora's Box,800000,881950,881950,1.1024375
2289,90,2002-08-16,Possession,25000000,10103647,14805812,0.59223248
404,5,2002-08-16,The Adventures of Pluto Nash,100000000,4411102,7094995,0.07094995
1914,15,2002-08-16,Blue Crush,30000000,40118420,51618420,1.720614
3369,70,2002-08-21,One Hour Photo,12000000,31597131,52223306,4.3519421666666664
5416,17,2002-08-23,Crop Circles: Quest for Truth,600000,0,0,0.0
2025,26,2002-08-23,Serving Sara,29000000,16930185,20146150,0.6946948275862069
2635,36,2002-08-23,Undisputed,20000000,12398628,12398628,0.6199314
1512,13,2002-08-30,FearDotCom,40000000,13208023,13208023,0.330200575
3588,89,2002-09-06,Swimfan,10000000,28564995,34084228,3.4084228
1491,92,2002-09-06,City by the Sea,40000000,22433915,22433915,0.560847875
3348,49,2002-09-13,Barbershop,12000000,75781642,77063461,6.421955083333334
3970,71,2002-09-13,Betty Fisher et autres histoires,7500000,206400,206400,0.02752
2271,72,2002-09-13,Stealing Harvard,25000000,13973532,13973532,0.55894128
3797,98,2002-09-13,Igby Goes Down,9000000,4777465,4777465,0.5308294444444445
1715,16,2002-09-20,The Four Feathers,35000000,18306166,29882645,0.8537898571428572
743,44,2002-09-20,Ballistic: Ecks vs. Sever,70000000,14294842,14294842,0.20421202857142856
2744,45,2002-09-20,Sen to Chihiro no Kamikakushi,19000000,10049886,274949886,14.471046631578947
3580,81,2002-09-20,The Banger Sisters,10000000,30306281,38067218,3.8067218
1047,48,2002-09-20,Eye See You,55000000,79161,1807990,0.03287254545454545
3908,9,2002-09-20,8 femmes,8000000,3076425,42376425,5.297053125
4512,13,2002-09-20,Secretary,4000000,4046737,9413956,2.353489
1986,87,2002-09-20,Trapped,30000000,6916869,6916869,0.2305623
895,96,2002-09-27,The Tuxedo,60000000,50586000,104429625,1.74049375
1554,55,2002-09-27,Sweet Home Alabama,38000000,127214072,182365114,4.799081947368421
2989,90,2002-09-27,Wasabi,15300000,81525,7000000,0.45751633986928103
5328,29,2002-09-27,Charly,950000,814666,814666,0.8575431578947369
2477,78,2002-09-27,Moonlight Mile,21000000,6830957,6830957,0.3252836666666667
3191,92,2002-10-04,Jonah: A VeggieTales Movie,14000000,25571351,25608779,1.8291985
613,14,2002-10-04,Red Dragon,78000000,92955420,206455420,2.646864358974359
3436,37,2002-10-04,Welcome to Collinwood,12000000,378650,4606284,0.383857
3071,72,2002-10-11,Tuck Everlasting,15000000,19161999,19344615,1.289641
4674,75,2002-10-11,Bowling for Columbine,3000000,21576018,58240487,19.413495666666666
3700,1,2002-10-11,Swept Away,10000000,598645,598645,0.0598645
3092,93,2002-10-11,Knockaround Guys,15000000,11660180,12419700,0.82798
2253,54,2002-10-11,Punch-Drunk Love,25000000,17791031,24591031,0.98364124
4508,9,2002-10-11,The Rules of Attraction,4000000,6525762,11799060,2.949765
3875,76,2002-10-11,Brown Sugar,8000000,27362712,28315272,3.539409
2951,52,2002-10-11,White Oleander,16000000,16357770,21657770,1.353610625
2469,70,2002-10-11,The Transporter,21000000,25296447,43928932,2.091853904761905
4039,40,2002-10-18,Auto Focus,7000000,2062066,2703821,0.38626014285714283
4705,6,2002-10-18,Real Women Have Curves,3000000,5853194,7777790,2.5925966666666667
2286,87,2002-10-18,Abandon,25000000,10719367,12219367,0.48877468
1214,15,2002-10-18,The Ring,48000000,129094024,248218486,5.171218458333334
2112,13,2002-10-18,Formula 51,27000000,5204007,5204007,0.192741
5354,55,2002-10-25,Time Changer,825000,1500711,1500711,1.8190436363636364
4256,57,2002-10-25,Jackass: The Movie,5000000,64282312,79282312,15.8564624
3377,78,2002-10-25,Frida,12000000,25885000,56131239,4.67760325
3151,52,2002-10-25,All the Queen's Men,15000000,22723,22723,0.0015148666666666667
3813,14,2002-10-25,All or Nothing,9000000,184255,184255,0.020472777777777777
2565,66,2002-10-25,Ghost Ship,20000000,30113491,68349884,3.4174942
732,33,2002-11-01,I Spy,70000000,33561137,60279822,0.8611403142857142
778,79,2002-11-01,The Santa Clause 2,65000000,139225854,172825854,2.6588592923076924
1740,41,2002-11-06,Femme Fatale,35000000,6630252,16830252,0.48086434285714286
1369,70,2002-11-08,8 Mile,41000000,116724075,245768384,5.994350829268293
3234,35,2002-11-08,Far From Heaven,13500000,15901849,29027914,2.150215851851852
5379,80,2002-11-15,Interview with the Assassin,750000,47329,47329,0.06310533333333333
5022,23,2002-11-15,El crimen de padre Amaro,1800000,5719000,5719000,3.1772222222222224
2261,62,2002-11-15,Half Past Dead,25000000,15567860,19233280,0.7693312
2985,86,2002-11-15,Ararat,15500000,1693000,1693000,0.10922580645161291
363,64,2002-11-15,Harry Potter and the Chamber of Secrets,100000000,262233381,879225135,8.79225135
5532,33,2002-11-15,Revolution#9,350000,9118,9118,0.026051428571428573
2631,32,2002-11-22,The Quiet American,20000000,12987647,26348203,1.31741015
3320,21,2002-11-22,The Emperor's Club,12500000,14060950,16193713,1.29549704
3571,72,2002-11-22,Friday After Next,10000000,33253609,33526835,3.3526835
204,5,2002-11-22,Die Another Day,142000000,160942139,431942139,3.0418460492957746
1524,25,2002-11-27,Extreme Ops,40000000,4835968,12624471,0.315611775
396,97,2002-11-27,Treasure Planet,100000000,38120554,91800000,0.918
1238,39,2002-11-27,Solaris,47000000,14970038,14970038,0.3185114468085106
2895,96,2002-11-27,Wes Craven Presents: They,17000000,12840842,16140842,0.949461294117647
4029,30,2002-11-29,Rabbit-Proof Fence,7000000,6199600,16866928,2.409561142857143
4595,96,2002-12-06,Empire,3500000,17504595,18495444,5.284412571428572
2758,59,2002-12-06,Adaptation,18500000,22498520,32531759,1.7584734594594595
2688,89,2002-12-06,Equilibrium,20000000,1190018,5345869,0.26729345
923,24,2002-12-06,Analyze That,60000000,32122249,54994757,0.9165792833333334
2518,19,2002-12-13,Drumline,20000000,56398162,56398162,2.8199081
1870,71,2002-12-13,About Schmidt,30000000,65005217,107054484,3.5684828
999,100,2002-12-13,Maid in Manhattan,55000000,93932896,163838217,2.9788766727272726
5298,99,2002-12-13,The Jimmy Show,1000000,703,703,0.000703
908,9,2002-12-13,Star Trek: Nemesis,60000000,43254409,67312826,1.1218804333333334
426,27,2002-12-18,The Lord of the Rings: The Two Towers,94000000,342548984,934699645,9.94361324468085
3318,19,2002-12-19,Antwone Fisher,12500000,21078145,23367586,1.86940688
4428,29,2002-12-19,25th Hour,4500000,13084595,25344490,5.632108888888889
3960,61,2002-12-20,Narc,7500000,10465659,11843260,1.5791013333333332
859,60,2002-12-20,Two Weeks Notice,60000000,93354918,199043309,3.317388483333333
4177,78,2002-12-20,Morvern Callar,6000000,267194,267194,0.044532333333333333
2210,11,2002-12-20,The Wild Thornberrys Movie,25000000,40108697,60694737,2.42778948
410,11,2002-12-20,Gangs of New York,97000000,77730500,183124621,1.8878826907216495
1323,24,2002-12-25,Pinocchio,45000000,3681811,31681811,0.7040402444444445
1066,67,2002-12-25,Catch Me if You Can,52000000,164606800,355612291,6.838697903846154
2207,8,2002-12-27,The Hours,25000000,41675994,97030468,3.88121872
4548,49,2002-12-27,Sonny,4000000,17639,17639,0.00440975
1685,86,2002-12-27,The Pianist,35000000,32519322,111854182,3.1958337714285716
3686,87,2002-12-27,Nicholas Nickleby,10000000,1562800,1562800,0.15628
1838,39,2002-12-27,Chicago,30000000,170687518,306770545,10.225684833333334
5275,76,2002-12-30,Love Liza,1000000,213137,213137,0.213137
2026,27,2002-12-31,Confessions of a Dangerous Mind,29000000,16007718,33013805,1.1384070689655172
5460,61,2003-01-10,The Slaughter Rule,500000,13134,13134,0.026268
2729,30,2003-01-10,Just Married,19000000,56127162,101564935,5.345522894736842
4644,45,2003-01-17,Cidade de Deus,3300000,7563397,32059295,9.714937878787879
2616,17,2003-01-17,A Guy Thing,20000000,15543862,17430594,0.8715297
877,78,2003-01-17,Kangaroo Jack,60000000,66723216,90723216,1.5120536
3995,96,2003-01-24,Darkness Falls,7000000,32539681,47289758,6.755679714285714
3224,25,2003-01-24,Amen,14000000,274299,274299,0.019592785714285715
2133,34,2003-01-31,Final Destination 2,26000000,46896664,90396664,3.4767947692307692
5441,42,2003-01-31,The R.M.,500000,1111615,1111615,2.22323
3503,4,2003-01-31,The Guru,11000000,3051221,24150550,2.1955045454545457
1097,98,2003-02-07,How to Lose a Guy in 10 Days,50000000,105807520,178890782,3.57781564
1122,23,2003-02-07,Shanghai Knights,50000000,60470220,88316835,1.7663367
5035,36,2003-02-07,May,1750000,145540,634803,0.3627445714285714
5262,63,2003-02-14,All the Real Girls,1000000,549666,703020,0.70302
558,59,2003-02-14,Daredevil,80000000,102543518,182782518,2.284781475
4055,56,2003-02-14,Gerry,7000000,254683,719699,0.10281414285714285
2528,29,2003-02-14,The Jungle Book 2,20000000,47901582,140122225,7.00611125
3102,3,2003-02-21,Dark Blue,15000000,9237470,12262065,0.817471
2333,34,2003-02-21,Old School,24000000,75155000,86765463,3.615227625
1183,84,2003-02-21,The Life of David Gale,50000000,19694635,28920188,0.57840376
1039,40,2003-02-21,Gods and Generals,55000000,12882934,12923936,0.23498065454545455
2222,23,2003-02-28,Cradle 2 the Grave,25000000,34657731,56434942,2.25739768
4526,27,2003-02-28,Poolhall Junkies,4000000,563711,563711,0.14092775
3684,85,2003-02-28,Spider,10000000,1641788,1641788,0.1641788
4095,96,2003-03-07,Nowhere in Africa,6500000,6173485,6173485,0.9497669230769231
2493,94,2003-03-07,Bringing Down the House,20000000,132675402,164675402,8.2337701
4234,35,2003-03-07,Irreversible,5400000,792200,8133256,1.5061585185185185
655,56,2003-03-07,Tears of the Sun,75000000,43632458,85632458,1.1417661066666667
4207,8,2003-03-12,Bend it Like Beckham,5600000,32543449,74566042,13.315364642857142
2198,99,2003-03-14,Agent Cody Banks,25000000,47545060,58240458,2.32961832
1027,28,2003-03-14,The Hunted,55000000,34234008,47213095,0.858419909090909
4442,43,2003-03-14,Spun,4500000,410241,1022649,0.22725533333333334
2662,63,2003-03-14,Willard,20000000,6882696,6882696,0.3441348
4197,98,2003-03-21,L\'auberge espagnole,5900000,3895664,3895664,0.6602820338983051
758,59,2003-03-21,Dreamcatcher,68000000,33685268,75685268,1.1130186470588235
3107,8,2003-03-21,Boat Trip,15000000,8586376,14933713,0.9955808666666667
5174,75,2003-03-21,Down & Out with the Dolls,1200000,58936,58936,0.049113333333333335
1168,69,2003-03-28,Basic,50000000,26599248,42598498,0.85196996
5360,61,2003-03-28,Raising Victor Vargas,800000,2073984,2900578,3.6257225
1622,23,2003-03-28,Head of State,35200000,37788228,38283765,1.0876069602272727
522,23,2003-03-28,The Core,85000000,31111260,74132631,0.8721486
1993,94,2003-04-02,The Good Thief,30000000,3517797,6460758,0.2153586
1613,14,2003-04-04,A Man Apart,36000000,26500000,43797731,1.2166036388888888
4726,27,2003-04-04,DysFunkTional Family,3000000,2255000,2255000,0.7516666666666667
3474,75,2003-04-04,Phone Booth,11000000,46566212,97837138,8.894285272727272
2218,19,2003-04-04,What a Girl Wants,25000000,35990505,35990505,1.4396202
977,78,2003-04-11,Anger Management,56000000,135560942,195660942,3.493945392857143
4018,19,2003-04-11,"House of 1,000 Corpses",7000000,12634962,17005466,2.4293522857142857
5572,73,2003-04-11,Better Luck Tomorrow,250000,3802390,3809226,15.236904
5366,67,2003-04-11,The Young Unknowns,800000,58163,58163,0.07270375
1075,76,2003-04-16,Bulletproof Monk,52000000,23010607,23010607,0.4425116730769231
4134,35,2003-04-16,A Mighty Wind,6000000,17583468,18504539,3.0840898333333335
3793,94,2003-04-16,Chasing Papi,9000000,6126237,12657377,1.4063752222222223
3039,40,2003-04-18,Malibu's Most Wanted,15000000,34308901,34499204,2.2999469333333336
2512,13,2003-04-18,Holes,20000000,67383924,71232214,3.5616107
2072,73,2003-04-18,Winged Migration,28000000,11689053,39134983,1.3976779642857142
4447,48,2003-04-18,Lilja 4-ever,4500000,181655,4556982,1.0126626666666667
2704,5,2003-04-25,People I Know,20000000,121972,5694213,0.28471065
3144,45,2003-04-25,Steal (Canadian Release),15000000,220944,220944,0.0147296
3091,92,2003-04-25,Confidence,15000000,12212417,12212417,0.8141611333333333
2863,64,2003-04-25,City of Ghosts,17500000,325491,325491,0.018599485714285713
4513,14,2003-04-25,The Real Cancun,4000000,3816594,3816594,0.9541485
2051,52,2003-04-25,Identity,28000000,52131264,82183683,2.9351315357142855
3026,27,2003-05-02,The Lizzie McGuire Movie,15000000,42734455,55534455,3.702297
5266,67,2003-05-02,Blue Car,1000000,464126,475367,0.475367
3693,94,2003-05-02,Owning Mahowny,10000000,1011054,1011054,0.1011054
265,66,2003-05-02,X-Men 2,125000000,214949694,406875536,3.255004288
4324,25,2003-05-09,Les invasions barbares,5000000,8460000,25913869,5.1827738
854,55,2003-05-09,Daddy Day Care,60000000,104148781,164285587,2.7380931166666667
5200,1,2003-05-14,Dracula: Pages from a Virgin's Diary,1100000,39659,81371,0.07397363636363637
159,60,2003-05-15,The Matrix Reloaded,150000000,281553689,738576929,4.9238461933333335
536,37,2003-05-23,Bruce Almighty,81000000,242704995,484468608,5.981093925925926
853,54,2003-05-30,The Italian Job,60000000,106126012,176262839,2.9377139833333334
3617,18,2003-05-30,Wrong Turn,10000000,15417771,28649556,2.8649556
424,25,2003-05-30,Finding Nemo,94000000,380529370,936429370,9.962014574468085
622,23,2003-06-06,2 Fast 2 Furious,76000000,127120058,236410607,3.110665881578947
4220,21,2003-06-06,Mambo Italiano,5500000,9282750,12399772,2.254504
4464,65,2003-06-06,Whale Rider,4300000,20779666,39374600,9.156883720930233
4057,58,2003-06-13,The Heart of Me,7000000,196067,196067,0.02800957142857143
2211,12,2003-06-13,Rugrats Go Wild,25000000,39402572,55443032,2.21772128
664,65,2003-06-13,Hollywood Homicide,75000000,30207785,50409753,0.67213004
5749,50,2003-06-13,Manito,25000,0,0,0.0
1940,41,2003-06-13,Dumb and Dumberer: When Harry Met Lloyd,30000000,26214846,26214846,0.8738282
4372,73,2003-06-13,Tycoon,5000000,121016,121016,0.0242032
3809,10,2003-06-20,The Legend of Suriyothai,9000000,454255,454255,0.050472777777777776
3416,17,2003-06-20,From Justin to Kelly,12000000,4922166,4922166,0.4101805
1969,70,2003-06-20,Alex & Emma,30000000,14208384,15358583,0.5119527666666667
222,23,2003-06-20,Hulk,137000000,132177234,245075434,1.7888717810218977
290,91,2003-06-27,Charlie's Angels: Full Throttle,120000000,100814328,227200000,1.8933333333333333
3868,69,2003-06-27,28 Days Laterâ¦,8000000,45064915,82955633,10.369454125
119,20,2003-07-01,Terminator 3: Rise of the Machines,170000000,150358296,433058296,2.5474017411764707
2169,70,2003-07-02,"Legally Blonde 2: Red, White & Blonde",25000000,90639088,125339088,5.01356352
932,33,2003-07-02,Sinbad: Legend of the Seven Seas,60000000,26483452,80767884,1.3461314
3949,50,2003-07-04,Swimming Pool,7800000,10130108,24021282,3.0796515384615386
205,6,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,140000000,305411224,634954103,4.53538645
5458,59,2003-07-11,The Journey,500000,19800,19800,0.0396
5006,7,2003-07-11,Northfork,1900000,1420578,1445140,0.7606
615,16,2003-07-11,The League of Extraordinary Gentlemen,78000000,66465204,179265204,2.2982718461538463
247,48,2003-07-18,Bad Boys II,130000000,138540870,273271982,2.1020921692307692
1296,97,2003-07-18,Johnny English,45000000,28013509,163126676,3.6250372444444445
2955,56,2003-07-18,How to Deal,16000000,14108518,14108518,0.881782375
4960,61,2003-07-18,This Thing of Ours,2000000,37227,37227,0.0186135
3642,43,2003-07-18,Dirty Pretty Things,10000000,8112414,14156753,1.4156753
3968,69,2003-07-24,Masked and Anonymous,7500000,533344,555335,0.07404466666666666
486,87,2003-07-25,Seabiscuit,86000000,120277854,148715342,1.7292481627906977
464,65,2003-07-25,Lara Croft: Tomb Raider: The Cradle of Life,90000000,65653758,157092943,1.7454771444444444
3143,44,2003-07-25,Buffalo Soldiers,15000000,353743,353743,0.023582866666666667
4539,40,2003-07-25,Mondays in the Sun,4000000,146402,146402,0.0366005
1386,87,2003-07-25,Spy Kids 3-D: Game Over,40000000,111760631,167851995,4.196299875
993,94,2003-08-01,American Wedding,55000000,104354205,126425115,2.2986384545454546
1054,55,2003-08-01,Gigli,54000000,6087542,7126002,0.131963
2120,21,2003-08-06,Freaky Friday,26000000,110222438,160822438,6.185478384615385
703,4,2003-08-08,S.W.A.T.,70000000,116877597,207154748,2.959353542857143
4909,10,2003-08-15,American Splendor,2000000,6003587,8685632,4.342816
2172,73,2003-08-15,Freddy vs. Jason,25000000,82622655,114576403,4.58305612
2128,29,2003-08-15,Open Range,26000000,58331254,68613992,2.638999692307692
4914,15,2003-08-20,Thirteen,2000000,4601043,9505996,4.752998
1372,73,2003-08-22,The Medallion,41000000,22108977,22108977,0.5392433414634147
3197,98,2003-08-22,My Boss's Daughter,14000000,15549702,15549702,1.110693
5271,72,2003-08-22,The Battle of Shaker Heights,1000000,280351,839145,0.839145
2687,88,2003-08-22,Marci X,20000000,1646664,1646664,0.0823332
2219,20,2003-08-29,Jeepers Creepers II,25000000,35623801,119923801,4.79695204
5448,49,2003-08-29,Civil Brand,500000,254293,254293,0.508586
4360,61,2003-08-29,Party Monster,5000000,742898,894030,0.178806
2890,91,2003-09-05,Dickie Roberts: Former Child Star,17000000,22734486,23734486,1.3961462352941176
1736,37,2003-09-05,The Order,35000000,7659747,11559747,0.3302784857142857
2018,19,2003-09-12,Once Upon a Time in Mexico,29000000,56330657,97413527,3.3590871379310343
4478,79,2003-09-12,Lost in Translation,4000000,44585453,117085297,29.27132425
5064,65,2003-09-12,Cabin Fever,1500000,21158188,30351664,20.234442666666666
4932,33,2003-09-12,"The Book of Mormon Movie, Volume 1: The Journey",2000000,1660865,1660865,0.8304325
2414,15,2003-09-19,Underworld,22000000,51970690,95708457,4.350384409090909
2837,38,2003-09-19,Anything Else,18000000,3203044,13203044,0.7335024444444445
1911,12,2003-09-19,Secondhand Lions,30000000,42070939,47902566,1.5967522
5250,51,2003-09-19,Bubba Ho-Tep,1000000,1239183,1492895,1.492895
512,13,2003-09-26,The Rundown,85000000,47641743,80831893,0.9509634470588235
4831,32,2003-09-26,My Life Without Me,2500000,432360,12267275,4.90691
