,id,year,movie,production_budget,domestic_gross,total_gross,profitability
2583,84,2011,Monte Carlo,20000000,23186769,39686769,1.98433845
1454,55,2011,Scream 4,40000000,38180928,95989590,2.39973975
3933,34,2011,Fireflies in the Garden,8000000,36884,3587191,0.448398875
3309,10,2011,In The Land of Blood and Honey,13000000,303877,509193,0.03916869230769231
1800,1,2011,"Big Mommas: Like Father, Like Son",32000000,37915414,82332450,2.5728890625
3766,67,2011,Red Dog,9100000,0,20927794,2.299757582417582
5025,26,2011,POM Wonderful Presents: The Greatest Movie Ever Sold,1800000,638476,783733,0.4354072222222222
5024,25,2011,Higher Ground,1800000,841056,842693,0.46816277777777776
3306,7,2011,Attack the Block,13000000,1024175,6459183,0.49686023076923075
3992,93,2011,Jumping the Broom,7000000,37295394,38158601,5.4512287142857145
5062,63,2011,Insidious,1500000,54009150,99870886,66.58059066666667
5241,42,2011,Martha Marcy May Marlene,1000000,2981038,5438911,5.438911
3510,11,2011,Brighton Rock,11000000,229653,229653,0.020877545454545454
2338,39,2011,Footloose,24000000,51802742,62989834,2.6245764166666667
2689,90,2011,Dylan Dog: Dead of Night,20000000,1186538,6093725,0.30468625
2504,5,2011,The Descendants,20000000,82624961,175507800,8.77539
1457,58,2011,Paul,40000000,37412945,101162106,2.52905265
232,33,2011,Happy Feet Two,135000000,64006466,157956466,1.1700478962962964
5573,74,2011,Like Crazy,250000,3395391,3728400,14.9136
1114,15,2011,Moneyball,50000000,75605492,111300835,2.2260167
2552,53,2011,A Very Harold & Kumar 3D Christmas,20000000,35061031,36265745,1.81328725
2399,100,2011,Shi Yue Wei Cheng,23000000,0,44195779,1.9215556086956522
5550,51,2011,3 Backyards,300000,39475,39475,0.13158333333333333
63,64,2011,Transformers: Dark of the Moon,195000000,352390543,1123790543,5.763028425641026
2478,79,2011,The Beaver,21000000,970816,5046038,0.2402875238095238
5421,22,2011,The Harvest/La Cosecha,560000,3709,3709,0.006623214285714286
169,70,2011,Thor,150000000,181030624,449326618,2.995510786666667
1695,96,2011,Abduction,35000000,28087155,86648359,2.4756674
173,74,2011,Kung Fu Panda 2,150000000,165249063,664837547,4.432250313333333
5340,41,2011,Circumstance,900000,454121,958978,1.0655311111111112
2357,58,2011,I Don't Know How She Does It,24000000,9659074,24474463,1.0197692916666667
5143,44,2011,Forget Me Not,1300000,0,13465,0.010357692307692307
2623,24,2011,What's Your Number?,20000000,14011084,30163785,1.50818925
133,34,2011,Cowboys and Aliens,163000000,100368560,176038324,1.079989717791411
3789,90,2011,Glee: The 3D Concert Movie,9000000,11862398,17462398,1.9402664444444444
1599,100,2011,The Rite,37000000,33047633,97143987,2.625513162162162
3984,85,2011,3,7200000,59774,295492,0.04104055555555555
2564,65,2011,The Debt,20000000,31177548,46604054,2.3302027
2752,53,2011,George Balanchine\'s The Nutcracker,19000000,2119994,2119994,0.11157863157894737
2747,48,2011,Take Me Home Tonight,19000000,6928068,7576604,0.3987686315789474
2306,7,2011,Carnage,25000000,2546747,38112154,1.52448616
228,29,2011,Rango,135000000,123477607,245724600,1.8201822222222221
5261,62,2011,The Future,1000000,568662,1239174,1.239174
1,2,2011,Pirates of the Caribbean: On Stranger Tides,410600000,241063875,1045663875,2.546672856794934
3981,82,2011,Die Welle,7250000,0,35122948,4.844544551724138
2668,69,2011,A Dangerous Method,20000000,5702083,14807531,0.74037655
1654,55,2011,Friends with Benefits,35000000,55802754,146595891,4.188454028571429
1315,16,2011,The Rum Diary,45000000,13109815,21544732,0.4787718222222222
1605,6,2011,Gnomeo and Juliet,36000000,99967670,193737977,5.381610472222222
209,10,2011,Captain America: The First Avenger,140000000,176654505,370569776,2.6469269714285715
1448,49,2011,Final Destination 5,40000000,42587643,155011165,3.875279125
3966,67,2011,Albert Nobbs,7500000,3014696,8539003,1.1385337333333334
5617,18,2011,The Grace Card,200000,2430735,2430735,12.153675
5705,6,2011,Absentia,70000,0,8555,0.12221428571428572
1459,60,2011,Colombiana,40000000,36665854,72295262,1.80738155
1113,14,2011,We Bought a Zoo,50000000,75624550,118729073,2.37458146
4551,52,2011,Another Happy Day,4000000,9120,978527,0.24463175
4053,54,2011,Hesher,7000000,382946,382946,0.05470657142857143
4546,47,2011,Stake Land,4000000,33245,679482,0.1698705
2782,83,2011,Soul Surfer,18000000,43853424,47158652,2.6199251111111113
4439,40,2011,Salvando al Soldado Perez,4500000,1400726,9330465,2.073436666666667
4441,42,2011,Nannerl la soeur de Mozart,4500000,707885,2404639,0.5343642222222222
3247,48,2011,Justin Bieber: Never Say Never,13000000,73013910,99034125,7.618009615384615
1179,80,2011,Dream House,50000000,21302340,41642166,0.83284332
711,12,2011,War Horse,70000000,79883359,156815529,2.2402218428571428
737,38,2011,Killer Elite,70000000,25124986,65409046,0.9344149428571429
4200,1,2011,Winter in Wartime,5800000,542860,9662214,1.6658989655172414
1938,39,2011,Winnie the Pooh,30000000,26692846,50145607,1.6715202333333334
610,11,2011,Jack and Jill,79000000,74158157,150519217,1.9053065443037975
2273,74,2011,Warrior,25000000,13657115,24215385,0.9686154
1071,72,2011,The Change-Up,52000000,37243418,75997067,1.4614820576923078
4293,94,2011,Apollo 18,5000000,17686929,26517819,5.3035638
4193,94,2011,Freaky Deaky,6000000,0,0,0.0
4192,93,2011,A Shine of Rainbows,6000000,0,0,0.0
2162,63,2011,The Help,25000000,169705587,213120004,8.52480016
5647,48,2011,Another Earth,175000,1321194,2102779,12.01588
2933,34,2011,The Artist,16000000,44667095,128256712,8.0160445
644,45,2011,Immortals,75000000,83504017,211562435,2.820832466666667
4179,80,2011,Akmareul Boatda,6000000,129210,13168809,2.1948015
2938,39,2011,The Roommate,16000000,37300107,52545707,3.2841066875
1080,81,2011,The Adjustment Bureau,50200000,62495645,126931325,2.5285124501992033
4175,76,2011,The 5th Quarter,6000000,408159,408159,0.0680265
513,14,2011,Arthur Christmas,85000000,46462469,149717124,1.7613779294117646
4172,73,2011,JÃ»san-nin no shikaku,6000000,802778,18727440,3.12124
4194,95,2011,The Hit List,6000000,0,0,0.0
661,62,2011,Sucker Punch,75000000,36392502,89758389,1.19677852
2779,80,2011,Diary of a Wimpy Kid: Rodrick Rules,18000000,52698535,73695194,4.094177444444444
756,57,2011,Hall Pass,68000000,45060734,87173475,1.281962867647059
4349,50,2011,Everything Must Go,5000000,2712131,2821010,0.564202
4408,9,2011,Take Shelter,4750000,1728953,4972016,1.0467402105263157
1882,83,2011,Midnight in Paris,30000000,56816662,162502774,5.416759133333334
2089,90,2011,Anonymous,27500000,4463292,15815509,0.5751094181818182
445,46,2011,Rio,90000000,143619809,487519809,5.416886766666667
4413,14,2011,Without Men,4700000,0,0,0.0
870,71,2011,Contagion,60000000,75658097,137551594,2.2925265666666665
2279,80,2011,The Conspirator,25000000,11538204,15907411,0.63629644
4521,22,2011,Red State,4000000,1065429,1983596,0.495899
2287,88,2011,Straw Dogs,25000000,10324441,11253821,0.45015284
4519,20,2011,The Art of Getting By,4000000,1430241,1989035,0.49725875
2059,60,2011,30 Minutes or Less,28000000,37053924,40966716,1.463097
4975,76,2011,Grave Encounters,2000000,0,2151887,1.0759435
4420,21,2011,Le nom des gens,4600000,514237,9261711,2.0134154347826088
4996,97,2011,True Bromance,2000000,0,0,0.0
1263,64,2011,The Muppets,45000000,88625922,160971922,3.5771538222222223
4472,73,2011,Cargo,4200000,0,313230,0.07457857142857142
2471,72,2011,Tinker Tailor Soldier Spy,21000000,24149393,81452811,3.8787052857142856
3035,36,2011,Drive,15000000,35060689,81357930,5.423862
826,27,2011,Hop,63000000,108085305,188657593,2.994564968253968
61,62,2011,Green Lantern,200000000,116601172,219535492,1.09767746
3240,41,2011,The Last Godfather,13400000,164247,164247,0.012257238805970148
4445,46,2011,Blackthorn,4500000,200558,1217307,0.2705126666666667
4040,41,2011,The Mighty Macs,7000000,1891936,1891936,0.2702765714285714
1190,91,2011,Drive Angry,50000000,10721033,41042583,0.82085166
4571,72,2011,Down for Life,3800000,41914,41914,0.01103
4939,40,2011,Meek's Cutoff,2000000,977772,1869928,0.934964
430,31,2011,Rise of the Planet of the Apes,93000000,176760185,470986200,5.064367741935484
5008,9,2011,Submarine,1900000,467602,4581937,2.411545789473684
3167,68,2011,Elle s'appelait Sarah,14500000,7691700,25480031,1.7572435172413794
2191,92,2011,Madea's Big Happy Family,25000000,53345287,54160818,2.16643272
1957,58,2011,Fright Night,30000000,18298649,40520649,1.3506883
4103,4,2011,Tracker,6500000,0,3149,0.0004844615384615385
2002,3,2011,Xinhai geming,30000000,135739,8593154,0.28643846666666667
475,76,2011,Conan the Barbarian,90000000,21295021,63356133,0.7039570333333334
724,25,2011,The Dilemma,70000000,48475290,70546865,1.0078123571428572
3226,27,2011,Margaret,14000000,47185,623292,0.04452085714285714
4096,97,2011,Shame,6500000,4002293,20412841,3.1404370769230767
2251,52,2011,Shark Night 3D,25000000,18877153,18877153,0.75508612
2099,100,2011,Spy Kids: All the Time in the World,27000000,38536376,80681183,2.9881919629629627
450,51,2011,The Girl with the Dragon Tattoo,90000000,102515793,239373970,2.6597107777777778
1177,78,2011,Your Highness,50000000,21596445,26121638,0.52243276
2090,91,2011,Limitless,27000000,79249455,155564919,5.761663666666666
1998,99,2011,Machine Gun Preacher,30000000,538690,3721988,0.12406626666666666
928,29,2011,Priest,60000000,29136626,84154026,1.4025671
476,77,2011,The Three Musketeers,90000000,20377913,139877913,1.5541990333333333
4627,28,2011,2:13,3500000,0,0,0.0
1924,25,2011,Larry Crowne,30000000,35608245,61449135,2.0483045
2130,31,2011,New Yearâs Eve,26000000,54544638,146850273,5.648087423076923
4153,54,2011,The Guard,6000000,5359774,21197454,3.532909
1978,79,2011,Hoodwinked Too: Hood vs. Evil,30000000,10143779,23353111,0.7784370333333334
4342,43,2011,Des Hommes et Des Dieux,5000000,3954651,46263525,9.252705
4851,52,2011,Go For It!,2450000,180237,182358,0.07443183673469388
2231,32,2011,The Sitter,25000000,30542576,38749404,1.54997616
1633,34,2011,Horrible Bosses,35000000,117538559,212417601,6.069074314285714
504,5,2011,Tower Heist,85000000,78046570,150422946,1.7696817176470587
1107,8,2011,"Crazy, Stupid, Love",50000000,84351197,147142328,2.94284656
1913,14,2011,Hanna,30000000,40259119,65343694,2.1781231333333335
4636,37,2011,Margin Call,3400000,5353586,20433227,6.009772647058823
1944,45,2011,Sanctum,30000000,23209310,108957098,3.631903266666667
1127,28,2011,I am Number Four,50000000,55100437,146195159,2.92390318
3083,84,2011,One Day,15000000,13843771,59168692,3.9445794666666667
1092,93,2011,Super 8,50000000,127004179,257972745,5.1594549
4368,69,2011,Tucker & Dale vs. Evil,5000000,223838,5476793,1.0953586
4616,17,2011,Trolljegeren,3500000,253444,5706638,1.630468
4763,64,2011,Never Back Down 2: The Beatdown,3000000,0,0,0.0
4250,51,2011,Paranormal Activity 3,5000000,104028807,207039844,41.4079688
5642,43,2011,Weekend,190000,484592,1577585,8.303078947368421
2886,87,2011,Beastly,17000000,27865571,38028230,2.236954705882353
4245,46,2011,Dum Maaro Dum,5200000,564489,11633427,2.2371975
1008,9,2011,Mr. Poppers's Penguins,55000000,68224452,189624452,3.4477173090909092
4753,54,2011,Tanner Hall,3000000,5073,5073,0.001691
557,58,2011,Just Go With It,80000000,103028109,214974953,2.6871869125
4169,70,2011,Snow Flower and the Secret Fan,6000000,1348205,11348205,1.8913675
3150,51,2011,The Son of No One,15000000,30680,1148578,0.07657186666666667
4737,38,2011,Creature,3000000,331000,331000,0.11033333333333334
4230,31,2011,Salvation Boulevard,5500000,28468,28468,0.005176
4228,29,2011,Le Havre,5500000,611709,13480196,2.450944727272727
570,71,2011,Zookeeper,80000000,80360866,170805525,2.1350690625
4277,78,2011,Our Idiot Brother,5000000,24814830,25861249,5.1722498
56,57,2011,Cars 2,200000000,191450875,560155383,2.800776915
4227,28,2011,Haevnen,5500000,1008098,15867314,2.8849661818181818
2249,50,2011,The Eagle,25000000,19490041,38993548,1.55974192
4886,87,2011,Courageous,2000000,34522221,35185884,17.592942
4624,25,2011,The Kick,3500000,0,40622,0.011606285714285715
4656,57,2011,Beginners,3200000,5790894,14314407,4.4732521875
4809,10,2011,"Fat, Sick & Nearly Dead",2600000,0,0,0.0
4394,95,2011,We Have Your Husband,5000000,0,0,0.0
4833,34,2011,Super,2500000,327716,593933,0.2375732
538,39,2011,The Hangover Part II,80000000,254464305,586464305,7.3308038125
4732,33,2011,Hobo with a Shotgun,3000000,703372,834953,0.2783176666666667
4806,7,2011,La Cara Oculta,2600000,0,7033931,2.7053580769230767
548,49,2011,Alvin and the Chipmunks: Chipwrecked,80000000,133107389,349088523,4.3636065375
2183,84,2011,No Strings Attached,25000000,70662220,149228078,5.96912312
506,7,2012,Mirror Mirror,85000000,64935167,173613482,2.0425115529411766
5171,72,2012,Blue Like Jazz,1200000,595018,595018,0.49584833333333334
274,75,2012,Prometheus,125000000,126477084,402448265,3.21958612
1343,44,2012,21 Jump Street,42000000,138447667,202812429,4.828867357142857
1910,11,2012,The Cabin in the Woods,30000000,42073277,70689968,2.3563322666666666
278,79,2012,Total Recall,125000000,58877969,211856088,1.694848704
287,88,2012,Life of Pi,120000000,124987022,620912003,5.174266691666666
1773,74,2012,Step Up Revolution,33000000,35074677,165552290,5.0167360606060605
498,99,2012,Safe House,85000000,126181630,208542162,2.4534372
4145,46,2012,The Words,6000000,11494838,16369708,2.7282846666666667
5175,76,2012,"Pink Ribbons, Inc.",1200000,26608,26608,0.022173333333333333
275,76,2012,The Bourne Legacy,125000000,113203870,280355920,2.24284736
362,63,2012,Cloud Atlas,102000000,27108272,130673154,1.2811093529411766
3235,36,2012,Seven Psychopaths,13500000,15024049,33035736,2.4470915555555557
368,69,2012,Django Unchained,100000000,162805434,449948323,4.49948323
2748,49,2012,Won't Back Down,19000000,5310554,5745503,0.3023948947368421
405,6,2012,Jin lÃ­ng shÃ­ san chai,100000000,311434,98227017,0.98227017
4988,89,2012,Highway,2000000,0,0,0.0
380,81,2012,The Expendables 2,100000000,85028192,311979256,3.11979256
5030,31,2012,Dysfunctional Friends,1800000,0,0,0.0
1822,23,2012,Flight,31000000,93772375,160558438,5.179304451612904
3276,77,2012,The Perks of Being a Wallflower,13000000,17742948,33069303,2.5437925384615383
4147,48,2012,Bernie,6000000,9204489,10106975,1.6844958333333333
1253,54,2012,Taken 2,45000000,139854287,377807404,8.395720088888888
3987,88,2012,Magic Mike,7000000,113721571,170549753,24.364250428571427
2317,18,2012,Les petits mouchoirs,25000000,205505,48530887,1.94123548
4987,88,2012,The Legend of Hellâs Gate: An American Conspiracy,2000000,0,0,0.0
4882,83,2012,Infected,2100000,0,0,0.0
5182,83,2012,Below Zero,1200000,0,0,0.0
2621,22,2012,Lockout,20000000,14326865,33943049,1.69715245
1841,42,2012,The Vow,30000000,125014030,197618160,6.587272
5472,73,2012,Enter Nowhere,500000,0,0,0.0
5017,18,2012,Beasts of the Southern Wild,1800000,12795746,23265132,12.925073333333334
5667,68,2012,Sound of My Voice,135000,408015,429448,3.181096296296296
5280,81,2012,Hardflip,1000000,96734,96734,0.096734
1903,4,2012,The Three Stooges,30000000,44338224,54052249,1.8017416333333334
1777,78,2012,Safe,33000000,17142080,41495213,1.257430696969697
3750,51,2012,Amour,9700000,6738954,36787044,3.792478762886598
5609,10,2012,Burn,225000,1109276,1109276,4.930115555555555
3209,10,2012,Fun Size,14000000,9409538,11166615,0.7976153571428571
31,32,2012,Battleship,220000000,65233400,313477717,1.4248987136363636
3189,90,2012,The Iron Lady,14000000,29959436,115592104,8.256578857142857
3336,37,2012,The Paperboy,12500000,677200,4027663,0.32221304
2719,20,2012,De rouille et dâos,19500000,2061449,29393634,1.5073658461538462
4896,97,2012,Silent House,2000000,12739737,16610760,8.30538
1363,64,2012,Man on a Ledge,42000000,18620000,49621440,1.1814628571428571
2458,59,2012,Silver Linings Playbook,21000000,132092958,236412453,11.257735857142857
1358,59,2012,One for the Money,42000000,26414527,36197221,0.8618385952380953
1787,88,2012,Wanderlust,32500000,17288155,24159934,0.7433825846153846
495,96,2012,Hotel Transylvania,85000000,148313048,378505812,4.453009552941176
1351,52,2012,Here Comes the Boom,42000000,45290318,73239258,1.7437918571428572
1125,26,2012,American Reunion,50000000,56758835,236799211,4.73598422
3344,45,2012,Think Like a Man,12000000,91547205,113373764,9.447813666666667
4152,53,2012,Casa de mi Padre,6000000,5909483,8446952,1.4078253333333333
5183,84,2012,Crowsnest,1200000,0,0,0.0
30,31,2012,The Amazing Spider-Man,220000000,262030663,757890267,3.444955759090909
1287,88,2012,Savages,45000000,47323100,82513490,1.833633111111111
4205,6,2012,The Inbetweeners,5700000,35955,86051320,15.096722807017544
4973,74,2012,The Ghastly Love of Johnny X,2000000,2436,2436,0.001218
1033,34,2012,The Pirates! Band of Misfits,55000000,31051126,136143605,2.4753382727272726
3357,58,2012,Project X,12000000,54731865,103028188,8.585682333333333
2855,56,2012,Red Lights,17700000,49521,14518884,0.8202759322033898
2330,31,2012,Dangerous Liaisons,24200000,17000,10447579,0.43171814049586776
2707,8,2012,Zambezia,20000000,0,34454336,1.7227168
1435,36,2012,The Odd Life of Timothy Green,40000000,51853450,55249159,1.381228975
537,38,2012,The Hunger Games,80000000,408010692,677923379,8.4740422375
224,25,2012,"The Twilight Saga: Breaking Dawn, Part 2",136200000,292324737,829724737,6.0919584214390605
5217,18,2012,Chernobyl Diaries,1000000,18119640,42411721,42.411721
1083,84,2012,Ted,50000000,218665740,556016627,11.12033254
1936,37,2012,The Five-Year Engagement,30000000,28700285,61623819,2.0541273
4182,83,2012,Deadfall,6000000,66351,1673635,0.2789391666666667
3180,81,2012,The Possession,14000000,49130588,82925064,5.9232188571428575
3378,79,2012,Katy Perry: Part of Me,12000000,25326071,32700439,2.7250365833333334
2513,14,2012,Tyler Perry's Madea's Witness Protection,20000000,65653242,66950887,3.34754435
2690,91,2012,The Oogieloves in the BIG Balloon Adventure,20000000,1065907,1065907,0.05329535
